Rank,Year,Class_Name,Author_ID,Author_Name,Total_Papers,Final_Score,Raw_Trend_Score,Paper_List_Details
1,2022,산업공학,627594316,원종관,2,0.536,0.282116,"[분리학습 모델을 이용한 수출액 예측 및 수출 유망국가 추천]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)
--------------------------------
[증권신고서의 TF-IDF 텍스트 분석과 기계학습을 이용한 공모주의 상장 이후 주가 등락 예측]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)"
2,2022,산업공학,865064515,이채록,2,0.536,0.282116,"[분리학습 모델을 이용한 수출액 예측 및 수출 유망국가 추천]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)
--------------------------------
[증권신고서의 TF-IDF 텍스트 분석과 기계학습을 이용한 공모주의 상장 이후 주가 등락 예측]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)"
3,2022,산업공학,823058393,홍태호,3,0.3542,0.18639699999999998,"[영화 리뷰의 상품 속성과 고객 속성을 통합한 지능형 추천시스템]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)
--------------------------------
[증권신고서의 TF-IDF 텍스트 분석과 기계학습을 이용한 공모주의 상장 이후 주가 등락 예측]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)
--------------------------------
[The Detection of Online Manipulated Reviews Using Machine Learning and GPT-3]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)"
4,2022,산업공학,123366483,권오병,2,0.3254,0.171286,"[반려동물용 자동 사료급식기의 비용효율적 사료 중량 예측을 위한 딥러닝 방법]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)
--------------------------------
[효율적 수입식품 검사를 위한 머신러닝 기반 부적합 건강기능식품 탐지 방법]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)"
5,2022,산업공학,643244163,이경수,1,0.3063,0.16121,"[효율적 수입식품 검사를 위한 머신러닝 기반 부적합 건강기능식품 탐지 방법]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)"
6,2022,산업공학,524137781,박예린,1,0.3063,0.16121,"[효율적 수입식품 검사를 위한 머신러닝 기반 부적합 건강기능식품 탐지 방법]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)"
7,2022,산업공학,562614395,신윤종,1,0.3063,0.16121,"[효율적 수입식품 검사를 위한 머신러닝 기반 부적합 건강기능식품 탐지 방법]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)"
8,2022,산업공학,184395235,손권상,1,0.3063,0.16121,"[효율적 수입식품 검사를 위한 머신러닝 기반 부적합 건강기능식품 탐지 방법]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)"
9,2022,산업공학,896768409,강은경,2,0.2967,0.15617099999999998,"[MIS Quarterly 연구동향 탐색: 토픽모델링 및 키워드 네트워크 분석 활용]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)
--------------------------------
[유튜브 데이터를 활용한 20대 대선 여론분석]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)"
10,2022,산업공학,427364458,양선욱,2,0.2967,0.15617099999999998,"[MIS Quarterly 연구동향 탐색: 토픽모델링 및 키워드 네트워크 분석 활용]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)
--------------------------------
[유튜브 데이터를 활용한 20대 대선 여론분석]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)"
11,2022,산업공학,909771225,권지윤,2,0.2967,0.15617099999999998,"[MIS Quarterly 연구동향 탐색: 토픽모델링 및 키워드 네트워크 분석 활용]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)
--------------------------------
[유튜브 데이터를 활용한 20대 대선 여론분석]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)"
12,2022,산업공학,433563432,양성병,2,0.2967,0.15617099999999998,"[MIS Quarterly 연구동향 탐색: 토픽모델링 및 키워드 네트워크 분석 활용]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)
--------------------------------
[유튜브 데이터를 활용한 20대 대선 여론분석]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)"
13,2022,산업공학,622670123,최사라,1,0.2776,0.14609599999999998,"[유튜브 먹방과 온라인 배달 주문: 영향력 분석과 예측 모형]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)"
14,2022,산업공학,129593313,이상용,1,0.2776,0.14609599999999998,"[유튜브 먹방과 온라인 배달 주문: 영향력 분석과 예측 모형]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)"
