Rank,Year,Class_Name,Author_ID,Author_Name,Total_Papers,Total_Trend_Score,Paper_List_Details
1,2024,공학 일반,910088337,조성제,11,0.34729699999999997,"[음악전공 대학생의 전공선택동기가 취업준비행동에 미치는 영향: 그릿의 매개효과 검증]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[보육교사의 교사효능감과 마인드셋이 업무수행 능력에 미치는 영향]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[사회복지시설 종사자의 긍정심리 자본이 이직 의도와 조직효과성에 미치는 영향]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[음악전공 대학생의 전공선택동기가 진로성숙도에 미치는 영향: 자기효능감의 매개효과 검증]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[노인복지시설 종사자의 사회적 지지가 조직몰입에 미치는 영향 및 잔류의도의 매개효과를 검정]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[음악전공 대학생의 전공만족도가 취업준비행동에 미치는 영향: 자기효능감의 매개효과 검증]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[청소년의 긍정심리 자본이 대인관계성향에 미치는 영향 -그릿의 매개효과-]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[청소년 봉사활동 참여동기가 학업성취도에 미치는 영향 -사회적지지의 매개효과-]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[청소년의 생활스트레스가 대인관계성향에 미치는 영향 -사회적지지의 매개효과-]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[청소년의 대인관계성향 영향에 미치는 생활스트레스 영향 연구 -그릿의 매개효과를 중심으로-]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[노인 의료복지시설 종사자의 마음 챙김이 조직효과성에 미치는 영향 -직무 열의의 매개효과-]
   └ 학회: 한국산학기술학회 (IF: 0.94)"
2,2024,공학 일반,327216191,김두리,2,0.198953,"[네트워크 텍스트 분석을 활용한 국내 노인 관련 인공지능 연구동향 분석]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[간호대학생의 치매 노인에 대한 태도에 영향을 미치는 요인]
   └ 학회: 한국산학기술학회 (IF: 0.94)"
3,2024,공학 일반,834278801,박지연,2,0.18848199999999998,"[간호대학생의 치매 노인에 대한 태도에 영향을 미치는 요인]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[간호대학생의 치매 노인에 대한 태도에 영향을 미치는 요인]
   └ 학회: 한국산학기술학회 (IF: 0.94)"
4,2024,공학 일반,244479456,정효정,3,0.186738,"[청소년의 긍정심리 자본이 대인관계성향에 미치는 영향 -그릿의 매개효과-]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[청소년의 생활스트레스가 대인관계성향에 미치는 영향 -사회적지지의 매개효과-]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[청소년의 대인관계성향 영향에 미치는 생활스트레스 영향 연구 -그릿의 매개효과를 중심으로-]
   └ 학회: 한국산학기술학회 (IF: 0.94)"
5,2024,공학 일반,628130769,신은숙,5,0.17801100000000003,"[제조업 남성 근로자의 직무 스트레스와 이직 의도의 관계에서 사회적 지지의 매개 효과]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[여자대학생의 우울 증상과 그의 관련 요인에 대한 검토]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[일부 지역사회 거주 노인의 신체적 기능(ADL, IADL)과 노쇠수준과의 관련성]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[제조업 사업장 남성 근로자들의 생활습관병에 대한 건강행동에 관련된 요인]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[여자대학생의 사회심리적 스트레스와 피로자각증상과의 관계에서 사회적지지의 매개효과]
   └ 학회: 한국산학기술학회 (IF: 0.94)"
6,2024,공학 일반,964830757,구진희,4,0.172775,"[네트워크 텍스트 분석을 활용한 국내 노인 관련 인공지능 연구동향 분석]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[웰에이징 구강보건교육 운영에 관한 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[웰에이징을 위한 웰다잉 프로그램 참여자의 경험을 통한 효과연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[웰에이징 교육담당자의 직업정체성이 직무만족도에 미치는 영향]
   └ 학회: 한국산학기술학회 (IF: 0.94)"
7,2024,공학 일반,323601012,이영민,3,0.14485099999999998,"[AI 적용 체계 데이터 품질 점검 및 운용유지단계 모니터링 실증 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[국방분야 AI 적용 무기체계 도입을 위한 전순기 품질확보방안 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[HEMP 및 IEMI 방호용 영상 감시 시스템 개발]
   └ 학회: 한국산학기술학회 (IF: 0.94)"
8,2024,공학 일반,481346764,강지훈,2,0.14485099999999998,"[AI 적용 체계 데이터 품질 점검 및 운용유지단계 모니터링 실증 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[국방분야 AI 적용 무기체계 도입을 위한 전순기 품질확보방안 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)"
9,2024,공학 일반,948203520,정민경,2,0.14485099999999998,"[AI 적용 체계 데이터 품질 점검 및 운용유지단계 모니터링 실증 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[국방분야 AI 적용 무기체계 도입을 위한 전순기 품질확보방안 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)"
10,2024,공학 일반,999324891,박주영,2,0.14485099999999998,"[AI 적용 체계 데이터 품질 점검 및 운용유지단계 모니터링 실증 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[국방분야 AI 적용 무기체계 도입을 위한 전순기 품질확보방안 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)"
11,2024,공학 일반,108161134,장동석,2,0.136125,"[자생 매미 음성 분류를 위한 딥러닝 접근 : 주파수 변화 분석과 모델 최적화]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[생물다양성 정보 제공을 위한 인공지능 챗봇 시스템 구축]
   └ 학회: 한국산학기술학회 (IF: 0.94)"
12,2024,공학 일반,866664965,홍윤식,2,0.136125,"[자생 매미 음성 분류를 위한 딥러닝 접근 : 주파수 변화 분석과 모델 최적화]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[생물다양성 정보 제공을 위한 인공지능 챗봇 시스템 구축]
   └ 학회: 한국산학기술학회 (IF: 0.94)"
13,2024,공학 일반,411068809,김종임,2,0.13438,"[간호대학생의 진로결정 자기효능감, 자기주도적 학습, 사회적 지지가 대학생활 적응에 미치는 영향]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[간호대학생 전공만족도, 자아탄력성, 사회적지지가 자기주도적 학습에 미치는 영향]
   └ 학회: 한국산학기술학회 (IF: 0.94)"
14,2024,공학 일반,490503092,박재표,4,0.132635,"[클라우드 환경에서 메트릭 로그와 머신러닝을 이용한 지능형 장애 탐지 모델 고찰]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[ICT 기반 전력시스템에서 APT 공격탐지를 위한 온톨로지 모델링]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[머신러닝 기반 음악 장르 분류에 대한 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[딥러닝 프레임워크를 이용한 실시간 설계문서 중요도 분류 및 보안 시스템 설계 및 구현]
   └ 학회: 한국산학기술학회 (IF: 0.94)"
15,2024,공학 일반,244077333,이용준,6,0.125654,"[GPT 4.0의 우회 공격과 LLM 침입 차단 모델에 대한 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[대학 정보보호 강화 방안 연구: 교육부 정보보안 수준진단을 기준으로]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[기업 모집단 기반 정보보호 최고책임자 신고의무 대상 선별 프로세스에 대한 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[정보보호 및 개인정보보호 관리체계 인증심사에서 반복적으로 도출되는 주요 결함사항에 대한 분석]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[인공지능 발전에 따른 책임과 법적 규제에 대한 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[인공지능 발전에 따른 윤리 기계(Moral Machine)와 법에 대한 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)"
16,2024,공학 일반,734427666,강장묵,6,0.125654,"[GPT 4.0의 우회 공격과 LLM 침입 차단 모델에 대한 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[대학 정보보호 강화 방안 연구: 교육부 정보보안 수준진단을 기준으로]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[기업 모집단 기반 정보보호 최고책임자 신고의무 대상 선별 프로세스에 대한 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[정보보호 및 개인정보보호 관리체계 인증심사에서 반복적으로 도출되는 주요 결함사항에 대한 분석]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[인공지능 발전에 따른 책임과 법적 규제에 대한 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[인공지능 발전에 따른 윤리 기계(Moral Machine)와 법에 대한 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)"
17,2024,공학 일반,471803274,김광환,5,0.118674,"[웰에이징 교육프로그램 참여자의 만족도 조사 결과 분석]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[데이터마이닝을 활용한 세대 간 건강행태에 따른 만성질환 예측모형에 관한 연구 -국민건강영양조사를 활용하여-]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[웰에이징 구강보건교육 운영에 관한 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[웰에이징을 위한 웰다잉 프로그램 참여자의 경험을 통한 효과연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[웰에이징 교육담당자의 직업정체성이 직무만족도에 미치는 영향]
   └ 학회: 한국산학기술학회 (IF: 0.94)"
18,2024,공학 일반,246569073,김민주,1,0.11692799999999998,"[3D CNN-LSTM 알고리즘을 이용한 손동작 비디오 영상 분류]
   └ 학회: 한국산학기술학회 (IF: 0.94)"
19,2024,공학 일반,246568439,고진환,1,0.11692799999999998,"[3D CNN-LSTM 알고리즘을 이용한 손동작 비디오 영상 분류]
   └ 학회: 한국산학기술학회 (IF: 0.94)"
20,2024,공학 일반,759772473,조영미,2,0.11518300000000001,"[간호대학생의 성격유형(MBTI)에 따른 우울과 자아존중감의 상관관계 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[지역사회 재가노인의 건강정보이해능력(Health Literacy) 측정도구의 그룹비교 및 기준제시에 관한 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)"
21,2024,공학 일반,485674006,임효남,3,0.109948,"[웰에이징 교육프로그램 참여자의 만족도 조사 결과 분석]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[웰에이징 구강보건교육 운영에 관한 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[웰에이징을 위한 웰다잉 프로그램 참여자의 경험을 통한 효과연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)"
22,2024,공학 일반,797728108,박정환,3,0.104712,"[제주특별자치도에서 노인 심리상담의 방향]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[제주 농촌 노인의 자아통합감을 위한 회상기반 집단상담 프로그램 일 적용 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[텍스트마이닝을 활용한 진로 탐색행동의 국내 연구 동향 분석]
   └ 학회: 한국산학기술학회 (IF: 0.94)"
23,2024,공학 일반,579033354,장선미,3,0.104712,"[국내 간호정보역량 강화 교육 프로그램에 관한 연구 동향 분석]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[간호정보역량이 간호업무수행능력에 미치는 효과: 환자안전역량의 매개효과]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[간호사 국가시험에 대한 ChatGPT의 수행능력 평가]
   └ 학회: 한국산학기술학회 (IF: 0.94)"
24,2024,공학 일반,820291665,강경희,2,0.104712,"[네트워크 텍스트 분석을 활용한 국내 노인 관련 인공지능 연구동향 분석]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[웰에이징 교육담당자의 직업정체성이 직무만족도에 미치는 영향]
   └ 학회: 한국산학기술학회 (IF: 0.94)"
25,2024,공학 일반,961079726,이시은,2,0.104712,"[노인의 거주형태별 낙상 위험요인: 동거노인과 독거노인의 비교]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[재가 독거노인의 영양 위험요인: 2020년 노인실태조사 활용]
   └ 학회: 한국산학기술학회 (IF: 0.94)"
26,2024,공학 일반,488852589,마정목,7,0.104711,"[시뮬레이션을 활용한 승조원 순환제 효과에 관한 연구 -충무공이순신급 함정 운용을 중심으로-]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[기만용 무기체계 판별이 가능한 인공지능 기반 객체탐지 모델 학습방안에 대한 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[트랜스포머 기반 군사용 자동음성인식 모델 제안 및 평가]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[광학 이미지 전처리를 통한 국방 저조도 환경에서의 객체탐지 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[SRCNN 기반 이미지 초해상화를 통한 드론탐지 성능 향상 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[북한 미사일 발사 의도 예측을 위한 지능화 분석모델 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)
--------------------------------
[드론의 폭탄 투하 공격에 대응하기 위한 지상무인무기체계의 심층 강화학습기반 회피기동 연구]
   └ 학회: 한국산학기술학회 (IF: 0.94)"
