Rank,Year,Class_Name,Author_ID,Author_Name,Total_Papers,Final_Score,Raw_Trend_Score,Paper_List_Details
1,2024,산업공학,288697308,권상지,2,0.3634,0.20649,"한국지능정보시스템학회 (NODE12015516, IF: 1.76)
한국지능정보시스템학회 (NODE11936019, IF: 1.76)"
2,2024,산업공학,422934492,이은서,2,0.3634,0.20649,"한국지능정보시스템학회 (NODE12015516, IF: 1.76)
한국지능정보시스템학회 (NODE11936019, IF: 1.76)"
3,2024,산업공학,123366483,권오병,2,0.3634,0.20649,"한국지능정보시스템학회 (NODE12015516, IF: 1.76)
한국지능정보시스템학회 (NODE11936019, IF: 1.76)"
4,2024,산업공학,527390672,배환석,1,0.3634,0.20649,"한국지능정보시스템학회 (NODE11770713, IF: 1.76)"
5,2024,산업공학,174267410,김진수,1,0.3634,0.20649,"한국지능정보시스템학회 (NODE11770713, IF: 1.76)"
6,2024,산업공학,433563432,양성병,1,0.3634,0.20649,"한국지능정보시스템학회 (NODE11770713, IF: 1.76)"
7,2024,산업공학,749634,김태경,1,0.3634,0.20649,"한국지능정보시스템학회 (NODE11770713, IF: 1.76)"
8,2024,산업공학,340907,김지혁,1,0.3634,0.20649,"한국지능정보시스템학회 (NODE11770726, IF: 1.76)"
9,2024,산업공학,687625912,장청롱,1,0.3634,0.20649,"한국지능정보시스템학회 (NODE11770726, IF: 1.76)"
10,2024,산업공학,667076068,박웅,1,0.3634,0.20649,"한국지능정보시스템학회 (NODE11770726, IF: 1.76)"
11,2024,산업공학,254258928,이다현,1,0.3634,0.20649,"한국지능정보시스템학회 (NODE12015516, IF: 1.76)"
12,2024,산업공학,434727604,Amirhossein Danesh,1,0.3634,0.20649,"한국지능정보시스템학회 (NODE11840359, IF: 1.76)"
13,2024,산업공학,142611207,Firuz Juraev,1,0.3634,0.20649,"한국지능정보시스템학회 (NODE11840359, IF: 1.76)"
14,2024,산업공학,926686881,Shaker El-Sappagh,1,0.3634,0.20649,"한국지능정보시스템학회 (NODE11840359, IF: 1.76)"
15,2024,산업공학,227672364,Tamer Abuhmed,1,0.3634,0.20649,"한국지능정보시스템학회 (NODE11840359, IF: 1.76)"
16,2024,산업공학,932682248,문혜정,1,0.3634,0.20649,"한국지능정보시스템학회 (NODE11840365, IF: 1.76)"
17,2024,산업공학,216582951,조남욱,1,0.3634,0.20649,"한국지능정보시스템학회 (NODE11840365, IF: 1.76)"
18,2024,산업공학,413082553,최병호,2,0.2555,0.41888000000000003,"한국신뢰성학회 (NODE11819267, IF: 0.61)
한국신뢰성학회 (NODE11819268, IF: 0.61)"
19,2024,산업공학,795981017,김민규,2,0.2555,0.41888000000000003,"한국신뢰성학회 (NODE11819267, IF: 0.61)
한국신뢰성학회 (NODE11819268, IF: 0.61)"
20,2024,산업공학,556250185,김흥섭,2,0.2555,0.41888000000000003,"한국신뢰성학회 (NODE11819267, IF: 0.61)
한국신뢰성학회 (NODE11819268, IF: 0.61)"
21,2024,산업공학,520735579,김우주,6,0.2284,0.129792,"한국지능정보시스템학회 (NODE11770723, IF: 1.76)
한국지능정보시스템학회 (NODE12015526, IF: 1.76)
한국지능정보시스템학회 (NODE11840367, IF: 1.76)
한국지능정보시스템학회 (NODE11840368, IF: 1.76)
한국지능정보시스템학회 (NODE11840369, IF: 1.76)
한국지능정보시스템학회 (NODE11840371, IF: 1.76)"
22,2024,산업공학,972605628,이형용,5,0.218,0.12389200000000002,"한국지능정보시스템학회 (NODE12015519, IF: 1.76)
한국지능정보시스템학회 (NODE12015520, IF: 1.76)
한국지능정보시스템학회 (NODE12015521, IF: 1.76)
한국지능정보시스템학회 (NODE11936020, IF: 1.76)
한국지능정보시스템학회 (NODE11936021, IF: 1.76)"
23,2024,산업공학,388354192,홍민상,2,0.218,0.12389200000000002,"한국지능정보시스템학회 (NODE12015519, IF: 1.76)
한국지능정보시스템학회 (NODE11936021, IF: 1.76)"
24,2024,산업공학,911243546,김재경,6,0.2025,0.11504400000000001,"한국지능정보시스템학회 (NODE11770712, IF: 1.76)
한국지능정보시스템학회 (NODE11770717, IF: 1.76)
한국지능정보시스템학회 (NODE11770718, IF: 1.76)
한국지능정보시스템학회 (NODE12015515, IF: 1.76)
한국지능정보시스템학회 (NODE11936014, IF: 1.76)
한국지능정보시스템학회 (NODE11936016, IF: 1.76)"
25,2024,산업공학,680456184,강주영,5,0.1713,0.09734300000000001,"한국지능정보시스템학회 (NODE12015527, IF: 1.76)
한국지능정보시스템학회 (NODE12015531, IF: 1.76)
한국지능정보시스템학회 (NODE11840364, IF: 1.76)
한국지능정보시스템학회 (NODE11936009, IF: 1.76)
한국지능정보시스템학회 (NODE11936017, IF: 1.76)"
26,2024,산업공학,224082210,이흠철,4,0.1609,0.09144500000000001,"한국지능정보시스템학회 (NODE11770717, IF: 1.76)
한국지능정보시스템학회 (NODE11770718, IF: 1.76)
한국지능정보시스템학회 (NODE11936014, IF: 1.76)
한국지능정보시스템학회 (NODE11936016, IF: 1.76)"
27,2024,산업공학,841630066,박종혁,3,0.1558,0.088495,"한국지능정보시스템학회 (NODE12015528, IF: 1.76)
한국지능정보시스템학회 (NODE11840362, IF: 1.76)
한국지능정보시스템학회 (NODE11936012, IF: 1.76)"
28,2024,산업공학,760009950,박선우,3,0.1506,0.08554500000000001,"한국지능정보시스템학회 (NODE11770718, IF: 1.76)
한국지능정보시스템학회 (NODE11936014, IF: 1.76)
한국지능정보시스템학회 (NODE11936016, IF: 1.76)"
29,2024,산업공학,648033305,김지현,3,0.1506,0.08554500000000001,"한국지능정보시스템학회 (NODE11770718, IF: 1.76)
한국지능정보시스템학회 (NODE11936014, IF: 1.76)
한국지능정보시스템학회 (NODE11936016, IF: 1.76)"
30,2024,산업공학,821427299,임희나,1,0.1506,0.08554500000000001,"한국지능정보시스템학회 (NODE11936014, IF: 1.76)"
